               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07437,            0.026162,            0.024471,             0.00181,            0.068966,          0.00053918,          0.00016404,           0.0057436,           0.0046391,          0.00027655,            0.070122,           0.0033197,           0.0033197
                   1,            0.054331,            0.021477,           0.0089239,           0.0053045,             0.10345,           0.0024623,           0.0007806,            0.004733,           0.0045341,          0.00024703,            0.040057,           0.0065872,           0.0065872
                   2,            0.051497,            0.021292,           0.0092435,           0.0045819,            0.034483,            0.001738,          0.00071538,           0.0050324,           0.0055141,          7.5145e-05,           0.0099247,           0.0097887,           0.0097887
                   3,            0.052323,             0.02256,            0.010885,              0.0166,            0.034483,           0.0080309,           0.0023649,           0.0047154,           0.0044617,          0.00010359,            0.009703,            0.009703,            0.009703
                   4,            0.050429,            0.022139,            0.010496,            0.015501,              0.2069,           0.0078538,           0.0021909,           0.0046008,           0.0041621,          0.00010838,            0.009703,            0.009703,            0.009703
                   5,            0.048517,             0.02184,           0.0084851,            0.021651,             0.13793,            0.011817,           0.0034478,            0.004336,           0.0052536,          0.00022503,            0.009604,            0.009604,            0.009604
                   6,            0.047077,            0.021357,            0.008371,            0.033279,             0.34483,            0.025036,           0.0083298,           0.0038886,           0.0038602,          8.6441e-05,            0.009505,            0.009505,            0.009505
                   7,             0.04585,            0.020827,           0.0071364,            0.012138,             0.34483,           0.0078397,            0.002736,           0.0041013,           0.0037871,          0.00015788,            0.009406,            0.009406,            0.009406
                   8,            0.044892,            0.020584,           0.0072118,            0.010865,             0.34483,           0.0086688,           0.0029177,           0.0040769,           0.0056016,          3.9434e-05,            0.009307,            0.009307,            0.009307
                   9,            0.044222,            0.020319,           0.0064964,            0.017162,             0.31034,            0.011378,            0.003456,           0.0041204,           0.0045308,          6.8761e-05,            0.009208,            0.009208,            0.009208
                  10,            0.043638,            0.019946,           0.0064858,            0.015637,             0.37931,            0.012316,           0.0048544,            0.003697,            0.005277,          0.00012904,            0.009109,            0.009109,            0.009109
                  11,            0.042811,            0.020038,             0.00571,            0.019991,             0.27586,            0.011869,           0.0041794,           0.0040891,           0.0052422,          9.6524e-05,             0.00901,             0.00901,             0.00901
                  12,            0.042217,            0.019874,           0.0049989,            0.018148,             0.10345,             0.01954,           0.0065174,           0.0034609,           0.0049998,          5.1179e-05,            0.008911,            0.008911,            0.008911
                  13,            0.041974,            0.019492,           0.0054712,            0.012186,             0.68966,            0.011476,           0.0043276,           0.0033803,           0.0048916,          2.3416e-05,            0.008812,            0.008812,            0.008812
                  14,            0.041509,            0.019518,           0.0050257,            0.025121,             0.31034,            0.018463,           0.0072886,           0.0034572,           0.0053039,          4.2129e-05,            0.008713,            0.008713,            0.008713
                  15,            0.040902,            0.019198,           0.0050277,            0.016636,             0.62069,             0.01616,           0.0070871,           0.0032219,           0.0046639,          2.2721e-05,            0.008614,            0.008614,            0.008614
                  16,            0.040486,            0.019121,            0.005163,            0.021764,             0.27586,            0.019942,           0.0082747,           0.0031137,           0.0055863,          3.3691e-05,            0.008515,            0.008515,            0.008515
                  17,            0.040478,            0.019163,           0.0047544,            0.022268,             0.27586,            0.019927,           0.0063699,           0.0035126,           0.0047346,          5.7682e-05,            0.008416,            0.008416,            0.008416
                  18,            0.039864,            0.018831,           0.0047118,            0.028951,             0.31034,            0.021378,           0.0093387,            0.003132,           0.0050274,          1.7259e-05,            0.008317,            0.008317,            0.008317
                  19,            0.039421,            0.018505,           0.0042045,            0.018733,             0.44828,            0.019912,           0.0068473,           0.0035503,           0.0051282,          1.9778e-05,            0.008218,            0.008218,            0.008218
                  20,            0.038943,             0.01861,           0.0042728,            0.028237,             0.65517,            0.020505,            0.010209,            0.002997,           0.0050913,          1.0552e-05,            0.008119,            0.008119,            0.008119
                  21,            0.038931,            0.018542,            0.004107,            0.018359,             0.48276,            0.018399,           0.0073655,           0.0031046,           0.0051125,          1.8825e-05,             0.00802,             0.00802,             0.00802
                  22,            0.038244,            0.018339,           0.0040747,            0.019448,             0.55172,            0.019094,           0.0068908,           0.0032934,           0.0050696,          2.9953e-05,            0.007921,            0.007921,            0.007921
                  23,             0.03778,            0.018235,           0.0039821,            0.025129,             0.58621,            0.023773,           0.0099467,           0.0031167,           0.0051949,           9.574e-06,            0.007822,            0.007822,            0.007822
                  24,            0.037536,            0.018377,            0.003924,            0.025905,             0.55172,            0.023601,            0.010434,           0.0030011,           0.0055394,           9.048e-06,            0.007723,            0.007723,            0.007723
                  25,            0.037444,            0.018314,           0.0040339,            0.041088,             0.65517,            0.037392,            0.017772,           0.0031565,           0.0053574,          1.0643e-05,            0.007624,            0.007624,            0.007624
                  26,            0.037558,            0.018322,           0.0035338,            0.073564,             0.24138,             0.09637,            0.031324,           0.0030106,           0.0056426,          1.5795e-05,            0.007525,            0.007525,            0.007525
                  27,            0.036673,            0.017826,           0.0035703,            0.021837,              0.2069,            0.019258,           0.0077576,           0.0032791,           0.0058422,          2.0534e-05,            0.007426,            0.007426,            0.007426
                  28,            0.036555,            0.017958,           0.0036363,            0.022242,             0.55172,            0.022403,           0.0090723,           0.0029251,           0.0061548,          1.5504e-05,            0.007327,            0.007327,            0.007327
                  29,            0.036378,            0.017642,           0.0036979,            0.019723,             0.34483,            0.021664,           0.0099785,           0.0028608,           0.0058989,           1.775e-05,            0.007228,            0.007228,            0.007228
                  30,            0.036341,             0.01789,            0.003961,            0.039975,             0.24138,             0.02941,            0.015329,           0.0029725,           0.0060656,          2.5383e-05,            0.007129,            0.007129,            0.007129
                  31,            0.036053,            0.017633,           0.0032903,            0.026462,             0.65517,            0.026248,            0.011968,            0.002813,           0.0060913,          1.5833e-05,             0.00703,             0.00703,             0.00703
                  32,            0.036215,            0.017809,            0.003385,            0.018459,             0.62069,            0.017313,           0.0073385,           0.0029791,           0.0058872,          1.5052e-05,            0.006931,            0.006931,            0.006931
                  33,            0.035854,            0.017528,           0.0032542,             0.01863,            0.068966,            0.022943,              0.0111,           0.0029596,           0.0057829,          1.0459e-05,            0.006832,            0.006832,            0.006832
                  34,            0.035543,            0.017495,            0.003212,            0.026653,             0.44828,            0.030086,            0.014638,           0.0027956,           0.0059433,          1.7171e-05,            0.006733,            0.006733,            0.006733
                  35,            0.035328,            0.017403,           0.0029364,            0.024635,             0.58621,            0.026017,            0.012224,           0.0028227,           0.0060717,          7.1194e-06,            0.006634,            0.006634,            0.006634
                  36,            0.034851,            0.017362,            0.002908,            0.019279,             0.72414,            0.019218,            0.008996,           0.0029113,           0.0060292,           1.144e-05,            0.006535,            0.006535,            0.006535
                  37,            0.034526,            0.017227,           0.0031195,            0.029783,             0.48276,            0.026692,            0.013082,           0.0027565,           0.0057453,          9.8652e-06,            0.006436,            0.006436,            0.006436
                  38,            0.034947,             0.01709,           0.0032622,            0.031528,             0.68966,            0.032413,            0.017223,           0.0026974,            0.006259,          7.3312e-06,            0.006337,            0.006337,            0.006337
                  39,            0.034001,            0.017015,           0.0027396,            0.023752,             0.37931,            0.022838,            0.011556,            0.002802,            0.006392,          1.2131e-05,            0.006238,            0.006238,            0.006238
                  40,            0.034215,            0.016786,           0.0032394,            0.020185,             0.27586,            0.025881,            0.013866,           0.0027951,           0.0061773,          1.0755e-05,            0.006139,            0.006139,            0.006139
                  41,            0.034211,            0.016889,           0.0028868,             0.02556,             0.44828,             0.02362,            0.011165,           0.0028785,           0.0060128,          9.3134e-06,             0.00604,             0.00604,             0.00604
                  42,            0.033774,            0.016891,           0.0028977,            0.027049,             0.65517,            0.027649,            0.014058,           0.0028189,           0.0062378,          6.4662e-06,            0.005941,            0.005941,            0.005941
                  43,             0.03368,            0.016845,           0.0028467,            0.025803,             0.68966,            0.024443,            0.012725,           0.0025682,           0.0065252,          1.0182e-05,            0.005842,            0.005842,            0.005842
                  44,            0.033535,            0.016724,           0.0027739,            0.041249,             0.44828,            0.037169,            0.020393,           0.0026993,           0.0062139,          9.0389e-06,            0.005743,            0.005743,            0.005743
                  45,            0.033013,            0.016771,           0.0025499,             0.02053,             0.72414,            0.021222,            0.011127,           0.0026674,           0.0064333,          9.9862e-06,            0.005644,            0.005644,            0.005644
                  46,            0.032773,            0.016635,           0.0025489,            0.023068,             0.37931,             0.02443,             0.01316,           0.0026856,           0.0063461,          1.0504e-05,            0.005545,            0.005545,            0.005545
                  47,            0.032703,            0.016652,           0.0027934,            0.022864,             0.51724,            0.023501,            0.012505,           0.0026365,           0.0066705,          1.4852e-05,            0.005446,            0.005446,            0.005446
                  48,            0.032671,             0.01616,           0.0026536,            0.022205,             0.82759,             0.02233,            0.010317,           0.0028163,           0.0064039,          9.4035e-06,            0.005347,            0.005347,            0.005347
                  49,            0.032741,            0.016356,           0.0026114,            0.023192,             0.44828,            0.024375,            0.013112,           0.0025618,           0.0063454,          1.0018e-05,            0.005248,            0.005248,            0.005248
                  50,            0.032367,            0.016219,            0.002377,            0.020551,             0.41379,            0.022909,            0.013329,           0.0025746,           0.0067149,          1.1817e-05,            0.005149,            0.005149,            0.005149
                  51,             0.03222,            0.016331,            0.002416,            0.028435,             0.62069,            0.027503,            0.015372,           0.0025475,           0.0066166,          1.0922e-05,             0.00505,             0.00505,             0.00505
                  52,            0.032225,            0.016129,           0.0023138,             0.02459,             0.55172,            0.025005,            0.013968,            0.002504,           0.0064728,          1.0237e-05,            0.004951,            0.004951,            0.004951
                  53,            0.031919,            0.016073,           0.0024398,            0.027502,             0.65517,            0.027143,            0.015759,           0.0024544,           0.0067455,          7.3089e-06,            0.004852,            0.004852,            0.004852
                  54,            0.031586,            0.016066,           0.0023332,            0.027026,             0.62069,            0.024124,            0.012838,           0.0026694,           0.0068364,          9.6568e-06,            0.004753,            0.004753,            0.004753
                  55,            0.031389,            0.016178,            0.002471,            0.020201,             0.72414,            0.022905,            0.012055,           0.0025685,           0.0070947,          1.1692e-05,            0.004654,            0.004654,            0.004654
                  56,            0.031312,            0.016139,           0.0023918,             0.02212,             0.51724,            0.023893,             0.01374,             0.00235,           0.0069215,          8.0833e-06,            0.004555,            0.004555,            0.004555
                  57,               0.031,            0.015988,           0.0021318,            0.026272,             0.68966,            0.026421,            0.014892,           0.0023573,           0.0069551,           6.722e-06,            0.004456,            0.004456,            0.004456
                  58,            0.030604,             0.01588,           0.0022589,             0.02394,             0.51724,            0.024133,            0.014408,           0.0023977,           0.0070011,          7.8928e-06,            0.004357,            0.004357,            0.004357
                  59,            0.030291,            0.015663,           0.0022962,            0.028779,             0.65517,             0.02692,            0.015622,           0.0023565,           0.0071282,          6.3551e-06,            0.004258,            0.004258,            0.004258
                  60,            0.030698,            0.015295,           0.0022626,            0.021798,             0.82759,             0.02347,            0.014634,           0.0023308,           0.0071036,          6.4753e-06,            0.004159,            0.004159,            0.004159
                  61,            0.030678,            0.015498,           0.0020923,            0.024571,             0.65517,            0.027293,            0.016587,           0.0023072,           0.0070975,          6.9372e-06,             0.00406,             0.00406,             0.00406
                  62,            0.030289,            0.015616,           0.0020624,            0.021494,             0.57264,            0.023867,            0.014867,           0.0022299,           0.0071292,          7.7866e-06,            0.003961,            0.003961,            0.003961
                  63,            0.029987,            0.015403,           0.0019894,            0.026024,             0.62069,            0.028431,            0.017495,           0.0022535,           0.0071718,           8.505e-06,            0.003862,            0.003862,            0.003862
                  64,            0.029937,            0.015404,           0.0021999,            0.020681,             0.48276,            0.025375,            0.016268,           0.0022271,           0.0072055,          7.7245e-06,            0.003763,            0.003763,            0.003763
                  65,            0.029602,            0.015232,           0.0020405,            0.017266,             0.48276,            0.021596,            0.013355,           0.0021871,           0.0073006,          5.2885e-06,            0.003664,            0.003664,            0.003664
                  66,            0.029678,             0.01542,           0.0021344,             0.02342,             0.72414,            0.023835,            0.014087,           0.0023577,           0.0073357,          4.6987e-06,            0.003565,            0.003565,            0.003565
                  67,            0.029251,            0.015061,           0.0019509,            0.022721,              0.7931,            0.023302,            0.013041,             0.00253,           0.0072529,          5.4509e-06,            0.003466,            0.003466,            0.003466
                  68,            0.029219,             0.01506,           0.0019662,            0.023724,             0.67457,            0.024464,            0.013877,           0.0023952,           0.0073333,            5.92e-06,            0.003367,            0.003367,            0.003367
                  69,            0.029158,            0.015199,           0.0018277,            0.026304,             0.86207,            0.026458,            0.015408,           0.0023287,           0.0074814,          5.8402e-06,            0.003268,            0.003268,            0.003268
                  70,            0.028904,            0.014987,           0.0017754,            0.024547,             0.55172,            0.027823,            0.017241,           0.0023629,           0.0073807,          5.7126e-06,            0.003169,            0.003169,            0.003169
                  71,            0.028819,            0.014753,           0.0019553,            0.021734,             0.62069,            0.023572,            0.014001,            0.002323,           0.0073277,          5.8339e-06,             0.00307,             0.00307,             0.00307
                  72,            0.028143,            0.014844,           0.0018294,            0.022421,             0.58621,            0.024121,            0.014235,           0.0023085,            0.007478,          5.1542e-06,            0.002971,            0.002971,            0.002971
                  73,            0.028126,            0.014754,           0.0018281,            0.025894,             0.65517,            0.026036,            0.016917,           0.0021169,           0.0076349,          4.9113e-06,            0.002872,            0.002872,            0.002872
                  74,            0.028278,            0.014622,           0.0017633,            0.028183,             0.65517,            0.026475,            0.017485,           0.0020225,           0.0076343,           4.832e-06,            0.002773,            0.002773,            0.002773
                  75,            0.027868,            0.014614,            0.001707,            0.027005,             0.51724,            0.031117,            0.020674,           0.0020486,            0.007595,          4.9846e-06,            0.002674,            0.002674,            0.002674
                  76,            0.027926,            0.014564,           0.0016231,            0.027071,             0.48276,            0.029238,            0.018896,           0.0020593,            0.007671,          4.2913e-06,            0.002575,            0.002575,            0.002575
                  77,            0.027371,            0.014516,           0.0017842,            0.024779,             0.58621,            0.024379,            0.016672,           0.0019179,           0.0077175,          4.6631e-06,            0.002476,            0.002476,            0.002476
                  78,            0.027159,            0.014587,           0.0017109,            0.022602,             0.55172,            0.023092,            0.015282,           0.0019224,           0.0078044,           4.927e-06,            0.002377,            0.002377,            0.002377
                  79,            0.027323,            0.014531,           0.0015248,            0.023402,             0.55172,            0.022348,             0.01501,           0.0018819,              0.0078,          3.6839e-06,            0.002278,            0.002278,            0.002278
                  80,            0.026965,            0.014016,            0.001495,            0.027403,             0.44828,            0.029072,            0.020415,           0.0019607,           0.0078196,          3.9839e-06,            0.002179,            0.002179,            0.002179
                  81,            0.026701,            0.014177,           0.0015982,            0.022614,             0.44828,            0.027105,            0.018966,           0.0020185,           0.0078446,          3.4868e-06,             0.00208,             0.00208,             0.00208
                  82,            0.026377,            0.013992,           0.0015837,            0.023583,             0.48276,            0.026313,            0.018006,           0.0019802,           0.0079447,          3.4347e-06,            0.001981,            0.001981,            0.001981
                  83,            0.026514,            0.014011,            0.001582,             0.02464,             0.51724,            0.024563,            0.016726,            0.001992,           0.0079215,          3.9463e-06,            0.001882,            0.001882,            0.001882
                  84,            0.026134,            0.013813,           0.0016553,            0.023466,             0.48276,            0.026333,            0.017984,           0.0019679,           0.0079554,          3.1425e-06,            0.001783,            0.001783,            0.001783
                  85,            0.026472,            0.013937,           0.0014833,            0.023935,             0.51724,             0.02583,            0.017696,           0.0018682,           0.0079675,          3.5729e-06,            0.001684,            0.001684,            0.001684
                  86,            0.025625,            0.013966,            0.001644,            0.024768,             0.51724,            0.024775,            0.016757,           0.0018261,           0.0079928,          3.4556e-06,            0.001585,            0.001585,            0.001585
                  87,            0.025498,            0.013718,           0.0014712,            0.024635,             0.48276,            0.028596,             0.01952,           0.0018202,            0.008064,          3.5281e-06,            0.001486,            0.001486,            0.001486
                  88,             0.02597,            0.013555,           0.0013811,            0.025033,             0.48276,            0.025506,            0.017113,           0.0017818,           0.0080958,          3.6189e-06,            0.001387,            0.001387,            0.001387
                  89,            0.025598,             0.01352,            0.001403,             0.02372,             0.48276,            0.027229,            0.018284,           0.0017797,           0.0081643,          3.7059e-06,            0.001288,            0.001288,            0.001288
                  90,            0.025427,            0.013708,           0.0014329,            0.025835,             0.48276,            0.030913,            0.020401,           0.0017542,           0.0082234,          3.2605e-06,            0.001189,            0.001189,            0.001189
                  91,            0.025189,            0.013513,           0.0012972,            0.025794,             0.48276,            0.034128,            0.022174,           0.0017708,           0.0082182,          2.9568e-06,             0.00109,             0.00109,             0.00109
                  92,            0.024823,            0.013477,           0.0012994,            0.022256,             0.48276,            0.032591,            0.022053,           0.0017627,           0.0082472,          2.8315e-06,            0.000991,            0.000991,            0.000991
                  93,             0.02461,            0.013175,           0.0012717,            0.023739,             0.48276,            0.035097,            0.024098,           0.0017503,           0.0082731,          2.4618e-06,            0.000892,            0.000892,            0.000892
                  94,            0.024891,            0.013391,           0.0014051,            0.023864,             0.48276,            0.034684,            0.024121,           0.0017445,           0.0082855,          2.2945e-06,            0.000793,            0.000793,            0.000793
                  95,            0.024623,            0.013217,              0.0012,            0.022964,             0.48276,            0.035811,            0.025028,           0.0017278,           0.0082969,          2.1577e-06,            0.000694,            0.000694,            0.000694
                  96,            0.024543,            0.013144,           0.0012419,            0.023524,             0.51724,            0.034481,            0.024192,           0.0017195,           0.0083342,          1.8604e-06,            0.000595,            0.000595,            0.000595
                  97,            0.024436,            0.013106,           0.0011423,            0.023864,             0.51724,            0.031605,            0.022258,           0.0017228,           0.0083556,          1.7195e-06,            0.000496,            0.000496,            0.000496
                  98,            0.023827,            0.013107,            0.001231,              0.0249,             0.51724,            0.032526,            0.022811,           0.0017247,           0.0083819,          1.4551e-06,            0.000397,            0.000397,            0.000397
                  99,            0.023645,            0.012943,            0.001128,            0.024985,             0.51724,            0.032574,            0.022166,           0.0017294,           0.0083985,          1.3735e-06,            0.000298,            0.000298,            0.000298
